;ENERGYSTARScore;LargestPropertyUseType;TotalGHGEmissions;SiteEnergyUse(kBtu);NumberofFloors;NumberofBuildings;PrimaryPropertyType;Longitude;Latitude;BuildingType;DataYear;CouncilDistrictCode;Neighborhood;YearBuilt;PropertyGFATotal;SiteEnergyUse(kBtu)_trans;TotalGHGEmissions_trans
1972;81.0;Multifamily Housing;115.24;2521333.0;4.0;1.0;Low-Rise Multifamily;-122.3224896;47.61898213;Multifamily LR (1-4);2015;3;EAST;1928;40800;0.2513810174036968;0.8668373362806726
1973;80.0;Multifamily Housing;6.7;960550.0;5.0;1.0;Mid-Rise Multifamily;-122.3225323;47.61934712;Multifamily MR (5-9);2015;3;EAST;1965;39226;-0.6776993765978795;-1.076856126939467
1974;94.0;Office;19.11;1066901.0;2.0;1.0;Small- and Mid-Sized Office;-122.3200439;47.61356613;NonResidential;2015;3;EAST;1907;36000;-0.5685257218947332;-0.3186273820950202
1975;13.0;Multifamily Housing;64.86;1531928.0;3.0;1.0;Low-Rise Multifamily;-122.3184627;47.61391157;Multifamily LR (1-4);2015;3;EAST;1905;23469;-0.20796298762550552;0.5025730140275911
1976;14.0;Multifamily Housing;67.24;1637096.0;3.0;1.0;Low-Rise Multifamily;-122.31773376;47.61317825;Multifamily LR (1-4);2015;3;EAST;1916;21000;-0.14432367955861503;0.5258134281620073
1977;61.0;Parking;24.64;1119679.0;1.0;1.0;Mixed Use Property;-122.31723022;47.61322021;NonResidential;2015;3;EAST;1913;36000;-0.5190211392012041;-0.14241581842930506
1978;25.0;Non-Refrigerated Warehouse;45.21;2175165.0;2.0;1.0;Non-Refrigerated Warehouse;-122.3177654;47.61468283;NonResidential;2015;3;EAST;1915;43200;0.1195423418134957;0.2667913928317658
1979;70.0;Office;43.84;2827818.0;4.0;1.0;Small- and Mid-Sized Office;-122.3285483;47.59498333;NonResidential;2015;2;GREATER DUWAMISH;1913;53840;0.3513768770897931;0.24643131690696615
1980;86.0;Retail Store;17.4;1115020.0;1.0;1.0;Retail Store;-122.32955933;47.58814621;NonResidential;2015;2;GREATER DUWAMISH;1975;43794;-0.5232791384710185;-0.38435813534820973
1981;27.0;Non-Refrigerated Warehouse;51.17;2093011.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3308449;47.5746652;NonResidential;2015;2;GREATER DUWAMISH;1968;48280;0.0845867419344494;0.3483163018364565
1982;78.8;Distribution Center;8.35;360045.0;1.0;1.0;"Distribution Center
";-122.3307586;47.57268133;NonResidential;2015;2;GREATER DUWAMISH;1954;36040;-1.8052210419330499;-0.9132750860844862
1983;43.0;Supermarket/Grocery Store;236.34;9143764.0;1.0;1.0;Supermarket/Grocery Store;-122.2893179;47.68250881;NonResidential;2015;4;NORTHEAST;1965;32822;1.2630442226712568;1.3032978976925484
1984;50.0;Multifamily Housing;4.27;612969.0;2.0;1.0;Low-Rise Multifamily;-122.2893773;47.68148692;Multifamily LR (1-4);2015;4;NORTHEAST;1961;20144;-1.1689614188285522;-1.418974717207512
1985;87.0;K-12 School;101.64;2802428.0;1.0;1.0;K-12 School;-122.2758031;47.68070394;SPS-District K-12;2015;4;NORTHEAST;1948;64314;0.3435903976147965;0.7884107689729428
1986;65.0;Worship Facility;34.28;816118.0;2.0;1.0;Worship Facility;-122.2899609;47.68072624;NonResidential;2015;4;NORTHEAST;1950;20385;-0.85129056393729;0.08220272726958326
1987;51.0;Worship Facility;1.53;219483.0;1.0;1.0;Worship Facility;-122.277412;47.67983278;NonResidential;2015;4;NORTHEAST;1946;24295;-2.4549379406867993;-2.236874944749834
1988;80.0;Office;4.58;656345.0;2.0;1.0;Small- and Mid-Sized Office;-122.2833226;47.66889257;NonResidential;2015;4;NORTHEAST;1967;20317;-1.0915738655291856;-1.3650894013628956
1989;58.0;Multifamily Housing;7.34;609508.0;2.0;1.0;Low-Rise Multifamily;-122.2838029;47.66515121;Multifamily LR (1-4);2015;4;NORTHEAST;1984;20979;-1.175413537836611;-1.0087842598452357
1990;1.0;Multifamily Housing;83.55;3833162.0;2.0;1.0;Low-Rise Multifamily;-122.284048;47.66705851;Multifamily LR (1-4);2015;4;NORTHEAST;2004;73697;0.606650440871159;0.664723742410078
1991;7.0;Supermarket/Grocery Store;243.13;9620496.0;1.0;1.0;Supermarket/Grocery Store;-122.2836379;47.66822809;NonResidential;2015;4;NORTHEAST;1973;24377;1.2983021747872106;1.3200957064343368
1992;48.0;Multifamily Housing;52.49;5439927.0;3.0;1.0;Low-Rise Multifamily;-122.3624645;47.5333721;Multifamily LR (1-4);2015;1;DELRIDGE;1987;155600;0.8834911927445881;0.36500234391998054
1993;65.0;Multifamily Housing;6.57;942089.0;3.0;1.0;Low-Rise Multifamily;-122.3644091;47.53346602;Multifamily LR (1-4);2015;1;DELRIDGE;2009;32405;-0.6981047013665054;-1.0915286337575598
1994;46.0;Multifamily Housing;13.18;1889880.0;3.0;1.0;Low-Rise Multifamily;-122.3638133;47.53532783;Multifamily LR (1-4);2015;1;DELRIDGE;1988;58523;-0.009295792187431248;-0.5814970667500309
1995;59.2;Movie Theater;19.83;2844380.0;1.0;1.0;Other;-122.342462;47.70182669;NonResidential;2015;5;NORTHWEST;1986;33392;0.3564116410254182;-0.29280442016797154
1996;6.0;Supermarket/Grocery Store;157.13;6781960.0;1.0;1.0;Supermarket/Grocery Store;-122.3424789;47.70265004;NonResidential;2015;5;NORTHWEST;1986;45155;1.0490367905819198;1.0577520294644127
1997;94.0;Multifamily Housing;10.89;1562708.0;4.0;1.0;Low-Rise Multifamily;-122.326985;47.69804588;Multifamily LR (1-4);2015;5;NORTH;1990;54304;-0.18881540557000956;-0.7190299295502396
1998;31.0;Multifamily Housing;25.76;3695637.0;4.0;1.0;Low-Rise Multifamily;-122.3181262;47.59084512;Multifamily LR (1-4);2015;2;GREATER DUWAMISH;1985;114030;0.5767287288526115;-0.11189501464428114
1999;64.2;Multifamily Housing;8.93;1280690.0;6.0;1.0;Mid-Rise Multifamily;-122.3414388;47.6337614;Multifamily MR (5-9);2015;7;MAGNOLIA / QUEEN ANNE;1989;44839;-0.38353161693459037;-0.8638413399149872
2000;56.0;Non-Refrigerated Warehouse;41.74;1072500.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3320685;47.5309583;NonResidential;2015;1;GREATER DUWAMISH;1966;32000;-0.563138185844847;0.21386861563003406
2001;13.0;Non-Refrigerated Warehouse;190.17;4481010.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3320685;47.5309583;NonResidential;2015;1;GREATER DUWAMISH;1970;44000;0.7323191760944758;1.1733636646932555
2002;39.0;Non-Refrigerated Warehouse;111.12;2687078.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3320685;47.5309583;NonResidential;2015;1;GREATER DUWAMISH;1973;36000;0.3071345913320155;0.8441669556582644
2003;57.0;Non-Refrigerated Warehouse;40.06;1279570.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3308402;47.52593209;NonResidential;2015;1;GREATER DUWAMISH;1979;31360;-0.38440324517919383;0.18653630013182243
2004;38.0;Non-Refrigerated Warehouse;65.65;2254220.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3308402;47.52593209;NonResidential;2015;1;GREATER DUWAMISH;1979;33320;0.15173675801477837;0.5103865776637594
2005;73.0;Non-Refrigerated Warehouse;55.2;2240549.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3308402;47.52593209;NonResidential;2015;1;GREATER DUWAMISH;1979;48020;0.14626567492015136;0.39790132400950884
2006;52.0;Non-Refrigerated Warehouse;35.58;1126690.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3308402;47.52593209;NonResidential;2015;1;GREATER DUWAMISH;1979;27420;-0.5126528804269039;0.10722225556936099
2007;90.0;Multifamily Housing;11.08;1588933.0;4.0;1.0;Low-Rise Multifamily;-122.3190513;47.60458726;Multifamily LR (1-4);2015;3;EAST;1990;48972;-0.1728497218702834;-0.7064952306629195
2008;27.0;Multifamily Housing;69.72;1967129.0;4.0;1.0;Low-Rise Multifamily;-122.4082;47.6744464;Multifamily LR (1-4);2015;6;BALLARD;1982;37642;0.027752895561217367;0.5491162144491075
2009;18.0;Multifamily Housing;91.09;4039168.0;8.0;1.0;Mid-Rise Multifamily;-122.347389;47.613582;Multifamily MR (5-9);2015;7;DOWNTOWN;1999;87925;0.6491761108962318;0.7194453402875146
2010;100.0;K-12 School;0.35;56493.0;2.0;1.0;K-12 School;-122.2998229;47.60870162;NonResidential;2015;3;CENTRAL;1929;24152;-4.5676046584065;-3.5122325285603933
2011;89.0;Multifamily Housing;98.57;3791402.0;6.0;1.0;Mid-Rise Multifamily;-122.310112;47.59526062;Multifamily MR (5-9);2015;3;CENTRAL;2009;105903;0.5977004679458211;0.7691592323103428
2012;63.0;K-12 School;85.3;2126066.0;2.0;1.0;K-12 School;-122.2893394;47.69356813;NonResidential;2015;5;NORTHEAST;1949;43645;0.09884299974064266;0.6778802436428855
2013;98.0;Multifamily Housing;65.32;2756494.0;4.0;1.0;Low-Rise Multifamily;-122.2903188;47.69128879;Multifamily LR (1-4);2015;5;NORTHEAST;2012;109623;0.32928945587038305;0.5071349277692879
2014;63.0;Retail Store;19.3;1452804.0;1.0;1.0;Retail Store;-122.2901908;47.69064238;NonResidential;2015;5;NORTHEAST;1952;26853;-0.25934657465907873;-0.311713606536139
2015;72.0;Multifamily Housing;23.23;2837589.0;8.0;1.0;Mid-Rise Multifamily;-122.3300434;47.62247504;Multifamily MR (5-9);2015;7;LAKE UNION;2005;136998;0.3543514123719291;-0.18301134285252824
2016;80.0;Multifamily Housing;9.95;696709.0;3.0;1.0;Low-Rise Multifamily;-122.3295323;47.62230759;Multifamily LR (1-4);2015;7;LAKE UNION;1907;26772;-1.0248047518253869;-0.7846783032517526
2017;93.0;Multifamily Housing;5.92;849504.0;6.0;1.0;Mid-Rise Multifamily;-122.3269374;47.62254057;Multifamily MR (5-9);2015;3;EAST;1967;37417;-0.8080998586826578;-1.1698553531566342
2018;56.0;Other;82.02;2360656.0;1.0;1.0;Other;-122.3336642;47.57489085;NonResidential;2015;2;GREATER DUWAMISH;1916;27760;0.19303439535552275;0.6529784538553687
2019;91.0;Other - Entertainment/Public Assembly;3.14;268269.0;1.0;1.0;Other;-122.33369446;47.57458115;NonResidential;2015;2;GREATER DUWAMISH;1937;20975;-2.1843996500893526;-1.6582360002328078
2020;47.0;Other;18.91;1535784.0;1.0;1.0;Other;-122.3336886;47.57621087;NonResidential;2015;2;GREATER DUWAMISH;1918;26075;-0.20553945524621808;-0.3259845825067746
2021;57.0;Non-Refrigerated Warehouse;26.45;1529309.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3327404;47.57881724;NonResidential;2015;2;GREATER DUWAMISH;1992;29394;-0.20961316843510674;-0.09378759183786872
2022;86.0;Other;25.48;696054.0;3.0;1.0;Other;-122.3336981;47.57951696;Multifamily LR (1-4);2015;2;GREATER DUWAMISH;1905;33000;-1.025851426299472;-0.1193907926474105
2023;62.0;Non-Refrigerated Warehouse;12.26;456747.0;2.0;1.0;Non-Refrigerated Warehouse;-122.33369446;47.57938766;NonResidential;2015;2;GREATER DUWAMISH;1926;20400;-1.5131272575711696;-0.633438764015458
2024;1.0;Office;21.52;3087318.0;1.0;1.0;Small- and Mid-Sized Office;-122.3336665;47.57895555;NonResidential;2015;2;GREATER DUWAMISH;1926;20460;0.42651119518122027;-0.23591958428071425
2025;60.4;Self-Storage Facility;1.66;207572.0;2.0;1.0;"Self-Storage Facility
";-122.33369446;47.58167648;NonResidential;2015;2;GREATER DUWAMISH;1925;25821;-2.5319139256561844;-2.1698725225240194
2026;53.0;Refrigerated Warehouse;7.56;1084233.0;2.0;1.0;Refrigerated Warehouse;-122.3325951;47.58199912;NonResidential;2015;2;GREATER DUWAMISH;1955;21870;-0.5519553477302592;-0.9868352011708107
2027;55.8;Non-Refrigerated Warehouse;61.36;3494383.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3324885;47.58064548;NonResidential;2015;2;GREATER DUWAMISH;1988;51664;0.5304839546949379;0.46669187392833755
2028;89.0;Medical Office;104.45;3118304.0;1.0;1.0;Medical Office;-122.3661589;47.53409853;NonResidential;2015;1;DELRIDGE;1970;43615;0.43498166315202935;0.8054966310373268
2029;35.0;Office;7.06;1012034.0;3.0;1.0;Small- and Mid-Sized Office;-122.3661589;47.53409853;NonResidential;2015;1;DELRIDGE;1970;36879;-0.6231560385243334;-1.0377553244799884
2030;25.4;Other;90.13;3468606.0;2.0;1.0;Other;-122.361815;47.53588197;Nonresidential COS;2015;1;DELRIDGE;2002;28531;0.524333977993512;0.7127517479845826
2031;83.0;Non-Refrigerated Warehouse;2.01;288191.0;2.0;1.0;Non-Refrigerated Warehouse;-122.361646;47.53842482;NonResidential;2015;1;DELRIDGE;1982;36600;-2.0902119390752887;-2.0140714658975254
2032;89.8;Office;6.67;956598.0;5.0;1.0;Mixed Use Property;-122.370458;47.57280318;NonResidential;2015;1;SOUTHWEST;2004;35176;-0.6820283970292067;-1.0802150127746306
2033;94.0;Multifamily Housing;4.15;595327.0;2.0;1.0;Low-Rise Multifamily;-122.308594;47.59498902;Multifamily LR (1-4);2015;3;CENTRAL;2004;29417;-1.2023098279381195;-1.440961651181223
2034;29.0;Multifamily Housing;8.06;1156251.0;4.0;1.0;Low-Rise Multifamily;-122.3869646;47.5782716;Multifamily LR (1-4);2015;1;SOUTHWEST;1990;33084;-0.486307700272472;-0.9393821393537422
2035;93.0;K-12 School;39.1;1307883.0;1.0;1.0;K-12 School;-122.3081331;47.69878269;SPS-District K-12;2015;5;NORTH;1959;36701;-0.36264122387960007;0.17036411830549558
2036;69.0;Multifamily Housing;24.87;1025632.0;4.0;1.0;Low-Rise Multifamily;-122.3413391;47.71401658;Multifamily LR (1-4);2015;5;NORTHWEST;2000;29130;-0.6092959433945737;-0.13602919447010584
2037;59.6;College/University;58.29;2817261.0;2.0;1.0;College/University;-122.342193;47.652324;NonResidential;2015;4;LAKE UNION;1940;41293;0.3481493825543983;0.43337654953725246
2038;99.0;Multifamily Housing;100.27;3046719.0;4.0;1.0;Low-Rise Multifamily;-122.3422194;47.65194146;Multifamily LR (1-4);2015;4;LAKE UNION;2015;131034;0.41525956655451574;0.7798972983347918
2039;45.0;Non-Refrigerated Warehouse;60.11;2101795.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3332356;47.55709147;NonResidential;2015;2;GREATER DUWAMISH;1941;48890;0.08840100790445558;0.45334606060032656
2040;3.0;Office;30.18;4328527.0;3.0;1.0;Small- and Mid-Sized Office;-122.3332714;47.55674918;NonResidential;2015;2;GREATER DUWAMISH;2000;43473;0.7047646068198195;-0.0038807622007007584
2041;87.0;Multifamily Housing;19.27;751292.0;4.0;1.0;Low-Rise Multifamily;-122.3549819;47.68084087;Multifamily LR (1-4);2015;6;NORTHWEST;2002;24090;-0.9414497422516419;-0.3128004234923872
2042;17.0;Retail Store;33.78;3766813.0;1.0;1.0;Retail Store;-122.3668974;47.52131741;NonResidential;2015;1;DELRIDGE;1990;40265;0.5923759039981528;0.07230961250997003
2043;80.0;Retail Store;28.39;1456039.0;1.0;1.0;Retail Store;-122.3668974;47.52131741;NonResidential;2015;1;DELRIDGE;2005;26208;-0.25718147837768585;-0.04545399233620695
2044;19.0;Multifamily Housing;91.76;4648608.0;7.0;1.0;Mid-Rise Multifamily;-122.3678017;47.51803552;Multifamily MR (5-9);2015;1;DELRIDGE;1978;100536;0.7613548418978663;0.7240725457061992
2045;65.0;Multifamily Housing;11.37;1630474.0;2.0;1.0;Low-Rise Multifamily;-122.3683466;47.51856193;Multifamily LR (1-4);2015;1;DELRIDGE;2000;49501;-0.14818654788527952;-0.6877980417919363
2046;41.4;Other - Recreation;283.47;7801590.0;2.0;1.0;Other;-122.3690121;47.52788744;Nonresidential COS;2015;1;DELRIDGE;1975;27227;1.1507976581606354;1.4105972863584777
2047;30.8;Other - Education;168.36;3590408.0;1.0;1.0;Mixed Use Property;-122.3736216;47.69733391;NonResidential;2015;6;BALLARD;1926;42172;0.5529308949939093;1.0997359589190963
2048;40.4;Multifamily Housing;79.98;2978555.0;2.0;1.0;Mixed Use Property;-122.35569;47.69097519;Multifamily LR (1-4);2015;6;NORTHWEST;1929;38050;0.3959642292425828;0.6369498278643712
2049;94.0;Retail Store;14.39;1348717.0;1.0;1.0;Retail Store;-122.3571658;47.6911139;NonResidential;2015;6;NORTHWEST;1953;51000;-0.3322168355408159;-0.5187747781152423
2050;79.0;Multifamily Housing;49.15;1379739.0;4.0;1.0;Low-Rise Multifamily;-122.327468;47.62178354;Multifamily LR (1-4);2015;3;EAST;1928;38041;-0.3098217567018688;0.3218728521999782
2051;89.0;Multifamily Housing;15.47;1482997.0;4.0;2.0;Low-Rise Multifamily;-122.3269098;47.62129098;Multifamily LR (1-4);2015;3;EAST;1908;74516;-0.2393574255281959;-0.46736386034762417
2052;96.0;Multifamily Housing;35.71;1024042.0;3.0;1.0;Low-Rise Multifamily;-122.3268983;47.62179328;Multifamily LR (1-4);2015;3;EAST;1923;32292;-0.6109053455323828;0.10967048573245393
2053;58.0;Multifamily Housing;30.66;1259959.0;3.0;1.0;Low-Rise Multifamily;-122.3269001;47.62481662;Multifamily LR (1-4);2015;3;EAST;1924;45552;-0.3998130331489898;0.006821493121411205
2054;96.0;Multifamily Housing;149.05;4498367.0;9.0;1.0;Mid-Rise Multifamily;-122.3275311;47.62343253;Multifamily MR (5-9);2015;3;EAST;1961;144995;0.7353853121731464;1.0255173037153174
2055;86.0;Multifamily Housing;3.79;542998.0;4.0;1.0;Low-Rise Multifamily;-122.3269428;47.62391931;Multifamily LR (1-4);2015;3;EAST;1964;22326;-1.308538024197972;-1.5112252448333061
2056;84.0;Multifamily Housing;14.99;648022.0;3.0;1.0;Low-Rise Multifamily;-122.3269614;47.62413523;Multifamily LR (1-4);2015;3;EAST;1927;25800;-1.1059456387337243;-0.4897254190359679
2057;85.0;Multifamily Housing;52.95;1290284.0;3.0;1.0;Low-Rise Multifamily;-122.3262366;47.62172361;Multifamily LR (1-4);2015;3;EAST;1948;29528;-0.3761018985801847;0.37071238770108195
2058;42.0;Multifamily Housing;5.88;843520.0;5.0;1.0;Mid-Rise Multifamily;-122.3263369;47.62411414;Multifamily MR (5-9);2015;3;EAST;1959;27910;-0.815692105505799;-1.1749711354979273
2059;85.0;Multifamily Housing;3.96;567521.0;4.0;1.0;Low-Rise Multifamily;-122.3262669;47.6238351;Multifamily LR (1-4);2015;3;EAST;1961;23100;-1.257315693137356;-1.477197854367766
2060;31.0;Multifamily Housing;93.04;2168281.0;4.0;1.0;Low-Rise Multifamily;-122.325696;47.62336499;Multifamily LR (1-4);2015;3;EAST;1966;37509;0.11667362011813893;0.732813379598623
2061;96.6;Other;1.8;257953.0;1.0;1.0;Mixed Use Property;-122.33369446;47.58452988;NonResidential;2015;2;GREATER DUWAMISH;1916;27000;-2.2364806865968507;-2.1036978915119553
2062;59.4;Other - Entertainment/Public Assembly;17.62;1067793.0;2.0;1.0;Other;-122.3336846;47.58784751;NonResidential;2015;2;GREATER DUWAMISH;1935;20747;-0.5676651766076289;-0.3755248083924585
2063;76.4;Non-Refrigerated Warehouse;23.59;744615.0;2.0;1.0;Non-Refrigerated Warehouse;-122.3336733;47.58896809;NonResidential;2015;2;GREATER DUWAMISH;1928;40800;-0.9512556874245542;-0.17240193496353315
2064;81.0;Office;3.99;571644.0;2.0;1.0;Small- and Mid-Sized Office;-122.3337217;47.59507101;NonResidential;2015;2;GREATER DUWAMISH;1920;20150;-1.248960820612444;-1.471354776704946
2065;69.6;Other;25.39;906103.0;4.0;1.0;Other;-122.33413629;47.5934118;NonResidential;2015;2;GREATER DUWAMISH;1909;44775;-0.7392742241805667;-0.1218187943425065
2066;91.0;Office;11.41;788027.0;5.0;1.0;Small- and Mid-Sized Office;-122.3336611;47.59648755;NonResidential;2015;2;DOWNTOWN;1910;32250;-0.8892811780270641;-0.6852590414339216
2067;47.0;Office;10.62;1523508.0;7.0;1.0;Small- and Mid-Sized Office;-122.3336611;47.59648755;NonResidential;2015;2;DOWNTOWN;1909;36000;-0.2132801860752296;-0.737248926533864
2068;57.4;Non-Refrigerated Warehouse;71.94;2062419.0;2.0;1.0;Non-Refrigerated Warehouse;-122.3348144;47.59123042;NonResidential;2015;2;GREATER DUWAMISH;1938;41276;0.07115364757751066;0.5692390735653882
2069;75.2;Refrigerated Warehouse;25.1;1297872.0;2.0;1.0;Refrigerated Warehouse;-122.3354831;47.5899297;NonResidential;2015;2;GREATER DUWAMISH;1937;24430;-0.37027173819665815;-0.12970516790348618
2070;99.0;Other;0.12;17150.0;3.0;1.0;Other;-122.3345773;47.58787647;NonResidential;2015;2;GREATER DUWAMISH;1910;27690;-6.905730295115319;-4.517406752533236
2071;90.0;Office;10.82;948975.0;1.0;1.0;Small- and Mid-Sized Office;-122.33470154;47.58685684;NonResidential;2015;2;GREATER DUWAMISH;1927;22580;-0.6904386453219012;-0.7237067912684271
2072;70.0;Multifamily Housing;9.47;1358226.0;4.0;1.0;Low-Rise Multifamily;-122.3868081;47.54635693;Multifamily LR (1-4);2015;1;SOUTHWEST;1987;54871;-0.325288029189867;-0.820798650991657
2073;30.0;Non-Refrigerated Warehouse;24.18;554528.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3164416;47.60201243;NonResidential;2015;3;CENTRAL;1926;20000;-1.2841214547529136;-0.15538174439968347
2074;75.2;Non-Refrigerated Warehouse;79.98;2034884.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3159603;47.60234022;NonResidential;2015;3;CENTRAL;1954;42000;0.058859985482171064;0.6369498278643712
2075;64.0;Multifamily Housing;4.81;689930.0;4.0;1.0;Low-Rise Multifamily;-122.3111351;47.61831907;Multifamily LR (1-4);2015;3;EAST;1928;22553;-1.0356941026360877;-1.3275625848264492
2076;97.0;Multifamily Housing;51.83;1151027.0;3.0;1.0;Low-Rise Multifamily;-122.3105255;47.61783472;Multifamily LR (1-4);2015;3;EAST;1909;27504;-0.49090510507386076;0.35671589830452366
2077;47.0;Senior Care Community;147.69;4107827.0;4.0;1.0;Senior Care Community;-122.3097955;47.61805213;Multifamily LR (1-4);2015;3;CENTRAL;1988;63998;0.66278282761709;1.0199090312025714
2078;99.0;Multifamily Housing;167.31;5903033.0;6.0;1.0;Mid-Rise Multifamily;-122.3028819;47.61795659;Multifamily MR (5-9);2015;3;CENTRAL;2004;439604;0.9456046581786759;1.0959387893915995
2079;83.8;Self-Storage Facility;0.78;108795.0;1.0;1.0;"Self-Storage Facility
";-122.3162959;47.61246498;NonResidential;2015;3;CENTRAL;1962;24248;-3.482368905502202;-2.804225603711038
2080;85.0;Multifamily Housing;28.54;3603866.0;9.0;1.0;Mid-Rise Multifamily;-122.3331832;47.70344276;Multifamily MR (5-9);2015;5;NORTHWEST;1970;127230;0.5560201196957085;-0.04186443880631323
2081;42.0;Multifamily Housing;4.51;646377.0;4.0;1.0;Low-Rise Multifamily;-122.3228261;47.70199449;Multifamily LR (1-4);2015;5;NORTH;1967;20132;-1.108811968488649;-1.3769101376624642
2082;99.0;Senior Care Community;312.59;11788719.0;6.0;1.0;Senior Care Community;-122.3235891;47.70175841;NonResidential;2015;5;NORTH;2009;244500;1.4360905085992264;1.467777693254326
2083;94.0;Multifamily Housing;4.32;619847.0;4.0;1.0;Low-Rise Multifamily;-122.3129211;47.71642636;Multifamily LR (1-4);2015;5;NORTH;1980;33034;-1.156266059252257;-1.4100070204352648
2084;98.0;Non-Refrigerated Warehouse;0.66;94186.0;1.0;1.0;Non-Refrigerated Warehouse;-122.3389888;47.55624882;NonResidential;2015;2;GREATER DUWAMISH;1932;24617;-3.710184297743989;-2.9487905186783614
2085;79.0;Parking;22.96;3293119.0;3.0;1.0;Other;-122.3315553;47.5589184;NonResidential;2015;2;GREATER DUWAMISH;2009;127065;0.4809766685634188;-0.19108396202534386
2086;80.0;Multifamily Housing;5.78;829052.0;4.0;1.0;Low-Rise Multifamily;-122.3262967;47.62455836;Multifamily LR (1-4);2015;3;EAST;1966;38521;-0.8343145365178318;-1.1879244964197744
2087;94.0;Multifamily Housing;4.21;603945.0;4.0;1.0;Low-Rise Multifamily;-122.3249795;47.62392302;Multifamily LR (1-4);2015;3;EAST;1963;23968;-1.1858755386007853;-1.4298847491573121
2088;82.0;Multifamily Housing;26.71;1438479.0;6.0;1.0;Mid-Rise Multifamily;-122.3275848;47.6222922;Multifamily MR (5-9);2015;3;EAST;1967;51568;-0.2690028463327927;-0.08709466032047575
2089;71.2;Multifamily Housing;2.9;415941.0;4.0;1.0;Low-Rise Multifamily;-122.3205689;47.62916761;Multifamily LR (1-4);2015;3;EAST;1986;21312;-1.6265277940733756;-1.7209075908748546
2090;16.0;Retail Store;47.42;2483099.0;1.0;1.0;Retail Store;-122.375885;47.69291203;NonResidential;2015;6;BALLARD;1993;25384;0.2379035788795773;0.29828868415583437
2091;94.0;Multifamily Housing;4.38;627698.0;6.0;1.0;Mid-Rise Multifamily;-122.3574258;47.66208978;Multifamily MR (5-9);2015;6;LAKE UNION;1967;29840;-1.1419766560943234;-1.3993905804814757
2092;90.0;Office;12.99;1863468.0;3.0;1.0;Small- and Mid-Sized Office;-122.33470154;47.58462143;NonResidential;2015;2;GREATER DUWAMISH;1910;49052;-0.02237548722610261;-0.59190097274761
2093;48.0;Non-Refrigerated Warehouse;15.27;402136.0;2.0;1.0;Non-Refrigerated Warehouse;-122.3347027;47.58319154;NonResidential;2015;2;GREATER DUWAMISH;1900;52110;-1.6679027186085709;-0.47659011965225523
2094;65.6;Office;35.54;1437569.0;2.0;1.0;Small- and Mid-Sized Office;-122.3362391;47.57594454;NonResidential;2015;2;GREATER DUWAMISH;1937;39036;-0.26962009920365376;0.10646703693903965
2095;93.0;Office;11.48;764906.0;1.0;1.0;Small- and Mid-Sized Office;-122.3347213;47.57526209;NonResidential;2015;2;GREATER DUWAMISH;1923;26310;-0.9217713106028587;-0.6808385180169226
2096;3.0;Multifamily Housing;6.81;977150.0;6.0;1.0;Mid-Rise Multifamily;-122.3871778;47.56447354;Multifamily MR (5-9);2015;1;SOUTHWEST;1996;20078;-0.659742895717048;-1.0646758178963809
2097;87.4;Multifamily Housing;4.47;641105.0;6.0;1.0;Mid-Rise Multifamily;-122.3149452;47.66387991;Multifamily MR (5-9);2015;4;NORTHEAST;2000;29866;-1.1180565735855377;-1.3837529018823063
2098;55.0;Multifamily Housing;51.93;6029311.0;3.0;1.0;Low-Rise Multifamily;-122.2858443;47.54917096;Multifamily LR (1-4);2015;2;SOUTHEAST;1964;191330;0.9615467524315776;0.3579786203043026
2099;93.0;Retail Store;316.9;10591549.0;1.0;1.0;Retail Store;-122.2848571;47.54739468;NonResidential;2015;2;SOUTHEAST;1966;37883;1.3641272890728844;1.475756176671732
2100;70.0;Multifamily Housing;5.92;848734.0;4.0;1.0;Low-Rise Multifamily;-122.3545424;47.72707893;Multifamily LR (1-4);2015;5;NORTHWEST;1985;29063;-0.8090732535205779;-1.1698553531566342
2101;95.0;K-12 School;50.93;1216543.0;3.0;1.0;K-12 School;-122.3755891;47.53888005;NonResidential;2015;1;DELRIDGE;1962;29874;-0.4349602492821643;0.3452332601156132
2102;97.0;Multifamily Housing;2.77;397624.0;2.0;1.0;Low-Rise Multifamily;-122.3979683;47.64180739;Multifamily LR (1-4);2015;7;MAGNOLIA / QUEEN ANNE;1948;22252;-1.6817908685664291;-1.757204874371564
2103;34.0;Worship Facility;47.91;1011399.0;1.0;1.0;Worship Facility;-122.3973945;47.64000193;NonResidential;2015;7;MAGNOLIA / QUEEN ANNE;1965;20140;-0.6238086489227634;0.3050604394537166
